# accession,Tm,ogt,species
A0A023PXQ4,52.4077619837866,32,Saccharomyces cerevisiae
A0A023T4K3,37.96367254303041,20,Caenorhabditis elegans
A0A023T778,54.99367375656585,37,Mus musculus
A0A061ACF5,49.47006789178051,20,Caenorhabditis elegans
A0A061ACH4,42.599323986109034,20,Caenorhabditis elegans
A0A061ACH8,37.99948843790771,20,Caenorhabditis elegans
A0A061ACH9,42.52422868499542,20,Caenorhabditis elegans
A0A061ACI3,43.89881591022665,20,Caenorhabditis elegans
A0A061ACL3,41.97388384094813,20,Caenorhabditis elegans
A0A061ACL6,49.04568877200651,20,Caenorhabditis elegans
A0A061ACM7,45.649390617061385,20,Caenorhabditis elegans
A0A061ACQ8,38.57483618712841,20,Caenorhabditis elegans
A0A061ACR1,47.375038491949965,20,Caenorhabditis elegans
A0A061ACX4,42.68082327293728,20,Caenorhabditis elegans
A0A061AD29,37.301131100281886,20,Caenorhabditis elegans
A0A061AJJ3,39.4099474838221,20,Caenorhabditis elegans
A0A067XG53,51.572661999096034,37,Mus musculus
A0A068BIS6,53.0609870681987,37,Mus musculus
A0A068BIT0,53.13170667154597,37,Mus musculus
A0A077S9N1,58.36161293491664,37,Mus musculus
A0A078BPG0,41.114178373875404,20,Caenorhabditis elegans
A0A087WNV1,51.92973080954079,37,Mus musculus
A0A087WP63,48.853984835858355,37,Mus musculus
A0A087WPH5,52.01578749000961,37,Mus musculus
A0A087WPL5,52.46032111776652,37,Mus musculus
A0A087WPP8,50.537765119146755,37,Mus musculus
A0A087WPR9,51.31402567035041,37,Mus musculus
A0A087WPX0,50.90776218758802,37,Mus musculus
A0A087WQ86,50.212762882813564,37,Mus musculus
A0A087WQE6,49.71180577866543,37,Mus musculus
A0A087WQS2,46.54574534121435,37,Mus musculus
A0A087WR70,46.57033381840809,37,Mus musculus
A0A087WRE5,53.647143854602454,37,Mus musculus
A0A087WRE7,54.541989379210655,37,Mus musculus
A0A087WRJ2,51.6316066685461,37,Mus musculus
A0A087WRV0,52.569106545329184,37,Mus musculus
A0A087WRW6,51.83953678371471,37,Mus musculus
A0A087WS03,51.139902899177926,37,Mus musculus
A0A087WST1,48.023423118167145,37,Mus musculus
A0A0A0MPG3,47.24846141623714,28,Danio rerio
A0A0A0MQ68,50.14148498686352,37,Mus musculus
A0A0A0MQ73,50.75120814316754,37,Mus musculus
A0A0A0MQ79,54.440352317493044,37,Mus musculus
A0A0A0MQ89,48.38607974294084,37,Mus musculus
A0A0A0MQ98,49.76438045642743,37,Mus musculus
A0A0A0MQ99,50.57829763391197,37,Mus musculus
A0A0A0MQA5,48.04363723029349,37,Mus musculus
A0A0A0MQD4,49.73724083070408,37,Mus musculus
A0A0A0MQE5,47.45442816392913,37,Mus musculus
A0A0A0MQF5,44.172084193622155,37,Mus musculus
A0A0A0MQM0,49.29544447316628,37,Mus musculus
A0A0A0MQM6,49.32845214915578,37,Mus musculus
A0A0A0MQN4,46.00010238620921,37,Mus musculus
A0A0A6YVR9,51.574467995596414,37,Mus musculus
A0A0A6YVS2,51.85385898323534,37,Mus musculus
A0A0A6YVU8,45.360716732446974,37,Mus musculus
A0A0A6YW28,43.377501616622176,37,Mus musculus
A0A0A6YW87,53.004740495613945,37,Mus musculus
A0A0A6YWA7,48.94230999986113,37,Mus musculus
A0A0A6YWB0,49.26914650166254,37,Mus musculus
A0A0A6YWG7,48.855532594106386,37,Mus musculus
A0A0A6YWP2,42.205129762799984,37,Mus musculus
A0A0A6YWT5,45.790490164720765,37,Mus musculus
A0A0A6YX18,53.00507816255495,37,Mus musculus
A0A0A6YX21,52.124981550167234,37,Mus musculus
A0A0A6YX25,43.25609955482939,37,Mus musculus
A0A0A6YX40,52.24260268992551,37,Mus musculus
A0A0A6YX73,46.09909874675953,37,Mus musculus
A0A0A6YXG1,50.8545285544975,37,Mus musculus
A0A0A6YXL6,47.43468502417294,37,Mus musculus
A0A0A6YXM5,50.02393127788592,37,Mus musculus
A0A0A6YY22,49.218123015140115,37,Mus musculus
A0A0A6YY64,49.51107520443638,37,Mus musculus
A0A0A6YY67,50.726246326083825,37,Mus musculus
A0A0B4J1E6,55.342492794894326,37,Mus musculus
A0A0B4J1G0,52.500982547922014,37,Mus musculus
A0A0B4J1K8,47.943068170963,37,Mus musculus
A0A0D2X7Z2,48.60382025919712,37,Mus musculus
A0A0F6AIX5,44.42423355655009,37,Mus musculus
A0A0G2JDF7,40.89143554304044,37,Mus musculus
A0A0G2JDH8,47.129913906572064,37,Mus musculus
A0A0G2JDQ1,50.71698210758349,37,Mus musculus
A0A0G2JDS8,47.9116194941183,37,Mus musculus
A0A0G2JDW7,47.41574509621201,37,Mus musculus
A0A0G2JE03,52.17580217485914,37,Mus musculus
A0A0G2JE93,51.34182159180504,37,Mus musculus
A0A0G2JE97,50.77405187624717,37,Mus musculus
A0A0G2JEG2,49.76903455868032,37,Mus musculus
A0A0G2JEG3,46.82464260461655,37,Mus musculus
A0A0G2JEH5,52.21839516655286,37,Mus musculus
A0A0G2JEK2,55.49306382328833,37,Mus musculus
A0A0G2JET2,49.30997533206727,37,Mus musculus
A0A0G2JF30,46.33898724192621,37,Mus musculus
A0A0G2JF44,48.089181472995634,37,Mus musculus
A0A0G2JFB2,47.362794891201226,37,Mus musculus
A0A0G2JFC9,49.367545884825745,37,Mus musculus
A0A0G2JFF1,50.438946097151174,37,Mus musculus
A0A0G2JFF9,50.261879819614606,37,Mus musculus
A0A0G2JFJ6,48.5110346930672,37,Mus musculus
A0A0G2JFN1,48.92931000714117,37,Mus musculus
A0A0G2JFQ4,48.898322517516014,37,Mus musculus
A0A0G2JFT8,46.85182165402365,37,Mus musculus
A0A0G2JFZ4,49.75710973361461,37,Mus musculus
A0A0G2JGD2,55.25025537409785,37,Mus musculus
A0A0G2JGL8,48.556590078471146,37,Mus musculus
A0A0G2JGP4,46.05298917073708,37,Mus musculus
A0A0G2JGX4,54.52622439581316,37,Mus musculus
A0A0H2UH13,51.967068837467885,37,Mus musculus
A0A0H2UKB8,48.475627914817736,37,Mus musculus
A0A0J9YIW4,48.96717655086647,28,Danio rerio
A0A0J9YTR2,48.75538555980977,37,Mus musculus
A0A0J9YTU3,52.16270885502339,37,Mus musculus
A0A0J9YTY0,54.25229450478377,37,Mus musculus
A0A0J9YU83,46.678909803974975,37,Mus musculus
A0A0J9YU93,53.6040239998631,37,Mus musculus
A0A0J9YUM4,50.826002475432844,37,Mus musculus
A0A0J9YUN2,51.87231902940063,37,Mus musculus
A0A0J9YUT8,46.86961780944321,37,Mus musculus
A0A0J9YUZ4,52.617339395530074,37,Mus musculus
A0A0J9YV01,46.67317852349456,37,Mus musculus
A0A0J9YV20,43.26073971421607,37,Mus musculus
A0A0K3AR42,39.243721703067436,20,Caenorhabditis elegans
A0A0K3ARK6,44.147714351349414,20,Caenorhabditis elegans
A0A0K3ARM6,34.79497000436497,20,Caenorhabditis elegans
A0A0K3AS01,46.82043114204544,20,Caenorhabditis elegans
A0A0K3AS90,46.236856065039575,20,Caenorhabditis elegans
A0A0K3ASC5,42.77752470931918,20,Caenorhabditis elegans
A0A0K3ASC7,43.73260588558783,20,Caenorhabditis elegans
A0A0K3ASH9,42.33241604480211,20,Caenorhabditis elegans
A0A0K3ASN8,36.56589097722698,20,Caenorhabditis elegans
A0A0K3ASW2,42.929274261931674,20,Caenorhabditis elegans
A0A0K3AT05,38.58388821363231,20,Caenorhabditis elegans
A0A0K3AT91,42.180746882279585,20,Caenorhabditis elegans
A0A0K3ATC0,46.684505102906904,20,Caenorhabditis elegans
A0A0K3AUF2,42.100457347748375,20,Caenorhabditis elegans
A0A0K3AUJ4,43.79425227592124,20,Caenorhabditis elegans
A0A0K3AUZ7,50.08229919966547,20,Caenorhabditis elegans
A0A0K3AVH4,46.01904472287789,20,Caenorhabditis elegans
A0A0K3AW96,56.30144597365585,20,Caenorhabditis elegans
A0A0K3AWH2,46.71942891752482,20,Caenorhabditis elegans
A0A0K3AWT5,40.21668817561667,20,Caenorhabditis elegans
A0A0K3AWX1,49.49493796730371,20,Caenorhabditis elegans
A0A0K3AX46,39.193491104779966,20,Caenorhabditis elegans
A0A0K3AX69,40.89231909824672,20,Caenorhabditis elegans
A0A0K3AY70,45.79472181123549,20,Caenorhabditis elegans
A0A0M3HEP3,52.25113985113823,37,Mus musculus
A0A0M3HEQ7,50.089796123877,37,Mus musculus
A0A0M7RE93,39.44506417781511,20,Caenorhabditis elegans
A0A0M7RF85,40.37222290281929,20,Caenorhabditis elegans
A0A0N4SU14,56.06297225597961,28,Danio rerio
A0A0N4SUH4,48.23256279843829,37,Mus musculus
A0A0N4SUH8,53.86121756972712,37,Mus musculus
A0A0N4SUS4,49.90764843183109,37,Mus musculus
A0A0N4SUY2,48.109639684665865,37,Mus musculus
A0A0N4SV29,49.540257722186595,37,Mus musculus
A0A0N4SV80,50.59401068103353,37,Mus musculus
A0A0N4SV89,48.09945241445715,37,Mus musculus
A0A0N4SVB8,45.80408281043794,37,Mus musculus
A0A0N4SVL0,44.366790928525724,37,Mus musculus
A0A0N4SW28,54.72860207980051,37,Mus musculus
A0A0N4SW71,47.418812759905165,37,Mus musculus
A0A0N4SW73,45.99301246926194,37,Mus musculus
A0A0N4SW91,51.549212872347354,37,Mus musculus
A0A0N4SW93,48.648996677763776,37,Mus musculus
A0A0N5E9G7,47.05470846035206,37,Mus musculus
A0A0R3P9C4,50.888928552822186,37,Mus musculus
A0A0R3P9C8,46.62011994971139,37,Mus musculus
A0A0R4IBQ0,54.90690433747161,28,Danio rerio
A0A0R4ICN8,48.966603025005725,28,Danio rerio
A0A0R4ICP0,60.58806307471633,28,Danio rerio
A0A0R4ID52,49.84539763698535,28,Danio rerio
A0A0R4IE20,58.66443909738938,28,Danio rerio
A0A0R4IGL6,52.59680163041394,28,Danio rerio
A0A0R4IKL1,52.436428256502296,28,Danio rerio
A0A0R4IKN3,50.510951157999074,28,Danio rerio
A0A0R4IP07,47.11423747579615,28,Danio rerio
A0A0R4ISB3,44.24568949990514,28,Danio rerio
A0A0R4IU19,52.75109765608369,28,Danio rerio
A0A0R4IV21,48.34358745510291,28,Danio rerio
A0A0R4IVD0,51.97257692002211,28,Danio rerio
A0A0R4IVL7,47.30113290362604,28,Danio rerio
A0A0R4IWG3,52.33127879599872,28,Danio rerio
A0A0R4IZW9,47.89263324382572,37,Mus musculus
A0A0R4IZX1,45.26736837682617,37,Mus musculus
A0A0R4IZY0,52.23950229416683,37,Mus musculus
A0A0R4IZY9,47.93110815833676,37,Mus musculus
A0A0R4IZZ6,55.41363475231506,37,Mus musculus
A0A0R4J005,49.939918605088955,37,Mus musculus
A0A0R4J007,50.16387783986324,37,Mus musculus
A0A0R4J008,50.78022195347211,37,Mus musculus
A0A0R4J009,52.194763310572576,37,Mus musculus
A0A0R4J015,46.2098766351579,37,Mus musculus
A0A0R4J018,48.372255025449746,37,Mus musculus
A0A0R4J023,53.357124259201065,37,Mus musculus
A0A0R4J027,52.26076305260646,37,Mus musculus
A0A0R4J050,54.683135096033475,37,Mus musculus
A0A0R4J060,45.70106604035463,37,Mus musculus
A0A0R4J064,55.11607117861345,37,Mus musculus
A0A0R4J079,46.80649333577445,37,Mus musculus
A0A0R4J083,51.78439793160952,37,Mus musculus
A0A0R4J091,52.72950090592655,37,Mus musculus
A0A0R4J092,54.23006529946885,37,Mus musculus
A0A0R4J094,46.177189960991754,37,Mus musculus
A0A0R4J0A5,50.74093842690791,37,Mus musculus
A0A0R4J0B4,49.93872975473116,37,Mus musculus
A0A0R4J0B5,51.37065803526848,37,Mus musculus
A0A0R4J0C0,51.41277477396261,37,Mus musculus
A0A0R4J0C8,45.71727301707725,37,Mus musculus
A0A0R4J0D1,46.44814115729621,37,Mus musculus
A0A0R4J0D3,48.69420463515038,37,Mus musculus
A0A0R4J0E4,50.316118167155985,37,Mus musculus
A0A0R4J0F6,47.71238325330045,37,Mus musculus
A0A0R4J0G0,44.95551809862079,37,Mus musculus
A0A0R4J0G2,49.72157924475819,37,Mus musculus
A0A0R4J0G4,48.901359795925345,37,Mus musculus
A0A0R4J0H5,53.06323070225814,37,Mus musculus
A0A0R4J0H7,47.115123154966895,37,Mus musculus
A0A0R4J0H8,43.49163945483943,37,Mus musculus
A0A0R4J0I4,45.74359302766174,37,Mus musculus
A0A0R4J0I6,49.424214932907944,37,Mus musculus
A0A0R4J0I9,51.86811316512756,37,Mus musculus
A0A0R4J0J5,53.00684193602352,37,Mus musculus
A0A0R4J0K1,51.766377113826266,37,Mus musculus
A0A0R4J0K4,50.22975415220336,37,Mus musculus
A0A0R4J0L6,46.692392465150675,37,Mus musculus
A0A0R4J0L8,55.411429226665085,37,Mus musculus
A0A0R4J0M1,50.68791023944599,37,Mus musculus
A0A0R4J0M7,54.5872645860565,37,Mus musculus
A0A0R4J0M9,43.6093595544459,37,Mus musculus
A0A0R4J0N5,50.32163083024524,37,Mus musculus
A0A0R4J0P1,52.70232636778746,37,Mus musculus
A0A0R4J0P5,47.66458757078667,37,Mus musculus
A0A0R4J0P6,52.405361571320235,37,Mus musculus
A0A0R4J0Q6,48.11343861886046,37,Mus musculus
A0A0R4J0S3,45.66822066208794,37,Mus musculus
A0A0R4J0S4,49.074528940248264,37,Mus musculus
A0A0R4J0T2,52.95651046239649,37,Mus musculus
A0A0R4J0T4,45.359207533813915,37,Mus musculus
A0A0R4J0T5,47.6312920847369,37,Mus musculus
A0A0R4J0T8,48.626234699017466,37,Mus musculus
A0A0R4J0U2,52.95915978935288,37,Mus musculus
A0A0R4J0U7,51.75342271791342,37,Mus musculus
A0A0R4J0U8,50.120344563156806,37,Mus musculus
A0A0R4J0V5,51.61416709722155,37,Mus musculus
A0A0R4J0W6,46.9120737996489,37,Mus musculus
A0A0R4J0Z0,44.22120812937698,37,Mus musculus
A0A0R4J0Z1,49.29963557055497,37,Mus musculus
A0A0R4J100,53.533046116020536,37,Mus musculus
A0A0R4J107,56.31125162168068,37,Mus musculus
A0A0R4J114,46.08648972117211,37,Mus musculus
A0A0R4J131,59.787799474682664,37,Mus musculus
A0A0R4J138,60.93729030157521,37,Mus musculus
A0A0R4J150,43.02424822370597,37,Mus musculus
A0A0R4J159,48.48179538011945,37,Mus musculus
A0A0R4J170,47.742764214073944,37,Mus musculus
A0A0R4J172,48.779908835539665,37,Mus musculus
A0A0R4J174,49.85243887638781,37,Mus musculus
A0A0R4J175,47.32465369895017,37,Mus musculus
A0A0R4J177,46.821158575566415,37,Mus musculus
A0A0R4J187,49.953074102575314,37,Mus musculus
A0A0R4J190,56.34899706195634,37,Mus musculus
A0A0R4J195,50.72466945153505,37,Mus musculus
A0A0R4J1A1,51.371328981080815,37,Mus musculus
A0A0R4J1A6,47.88582101918048,37,Mus musculus
A0A0R4J1A7,44.55049959020279,37,Mus musculus
A0A0R4J1C2,51.159738659644376,37,Mus musculus
A0A0R4J1C5,50.31535079614917,37,Mus musculus
A0A0R4J1C8,61.84045147530432,37,Mus musculus
A0A0R4J1D0,46.09786841432034,37,Mus musculus
A0A0R4J1E8,53.3088684562342,37,Mus musculus
A0A0R4J1F2,62.33358646082887,37,Mus musculus
A0A0R4J1F6,50.16707613251604,37,Mus musculus
A0A0R4J1F8,48.81989330846057,37,Mus musculus
A0A0R4J1G5,52.68332189497106,37,Mus musculus
A0A0R4J1G9,46.83127250120826,37,Mus musculus
A0A0R4J1I6,49.90748567637007,37,Mus musculus
A0A0R4J1J0,45.48940655780334,37,Mus musculus
A0A0R4J1J1,53.72724271989181,37,Mus musculus
A0A0R4J1K4,50.15955617974792,37,Mus musculus
A0A0R4J1L2,51.892963840129376,37,Mus musculus
A0A0R4J1N2,47.307979228805586,37,Mus musculus
A0A0R4J1N8,46.97709970861702,37,Mus musculus
A0A0R4J1N9,51.85231564986273,37,Mus musculus
A0A0R4J1W7,51.05224696873957,37,Mus musculus
A0A0R4J1Z3,51.370006653262465,37,Mus musculus
A0A0R4J206,58.05589186303844,37,Mus musculus
A0A0R4J221,50.95828727422423,37,Mus musculus
A0A0R4J233,51.75377902414599,37,Mus musculus
A0A0R4J242,48.593978681758514,37,Mus musculus
A0A0R4J243,54.14420685875172,37,Mus musculus
A0A0R4J254,50.259265845756076,37,Mus musculus
A0A0R4J259,53.08715249315993,37,Mus musculus
A0A0R4J260,48.75929903903227,37,Mus musculus
A0A0R4J263,51.55333660283137,37,Mus musculus
A0A0R4J272,51.417910906898896,37,Mus musculus
A0A0R4J275,46.805332056605316,37,Mus musculus
A0A0R4J2A1,51.161058758674564,37,Mus musculus
A0A0R4J2B2,54.92638066785921,37,Mus musculus
A0A0R4J2B5,47.507919951699904,37,Mus musculus
A0A0R4J2C9,46.80884864955388,37,Mus musculus
A0A0R4J2D4,51.74413426515009,37,Mus musculus
A0A0S4XRS7,38.97228538418581,20,Caenorhabditis elegans
A0A0T7CIX3,37.423653090005494,20,Caenorhabditis elegans
A0A0U1RML6,45.676142334769,20,Caenorhabditis elegans
A0A0U1RNL1,50.88474722718876,37,Mus musculus
A0A0U1RNN5,49.66197431749095,37,Mus musculus
A0A0U1RP13,50.360825654763595,37,Mus musculus
A0A0U1RPL0,49.107643939122546,37,Mus musculus
A0A0U1RPM2,44.34101403523799,37,Mus musculus
A0A0U1RQ37,51.245696661875,37,Mus musculus
A0A0X1KG62,50.56530359245134,37,Mus musculus
A0A0X1KG66,49.562038737332095,37,Mus musculus
A0A126GUP6,40.97612624749012,25,Drosophila melanogaster
A0A131MAZ4,39.15605032787567,20,Caenorhabditis elegans
A0A131MCD3,37.40712268046877,20,Caenorhabditis elegans
A0A131MCR8,46.30962811306001,20,Caenorhabditis elegans
A0A131MD37,43.142929609029785,20,Caenorhabditis elegans
A0A140LHA2,50.2112722183711,37,Mus musculus
A0A140LHL5,49.89544609474766,37,Mus musculus
A0A140LHN4,56.951518986328935,37,Mus musculus
A0A140LHQ0,51.248267613277505,37,Mus musculus
A0A140LHR3,49.43562445944204,37,Mus musculus
A0A140LHU0,53.91883751809777,37,Mus musculus
A0A140LHY5,49.9446766241705,37,Mus musculus
A0A140LIT2,44.38775000942847,37,Mus musculus
A0A140LIW3,49.49083820010541,37,Mus musculus
A0A140LIW6,45.46371121276919,37,Mus musculus
A0A140LJ29,48.379412169688734,37,Mus musculus
A0A140LJA4,51.06284885530863,37,Mus musculus
A0A140T8J4,50.92148156817674,37,Mus musculus
A0A140T8R7,48.37541324036645,37,Mus musculus
A0A163UT65,41.632468568544674,20,Caenorhabditis elegans
A0A168H1X0,42.326678654624686,20,Caenorhabditis elegans
A0A168H2S6,46.04103227976045,20,Caenorhabditis elegans
A0A168H2V5,44.04711845352256,20,Caenorhabditis elegans
A0A168H5H9,40.420922156030926,20,Caenorhabditis elegans
A0A168H9Z7,30.47048658877809,20,Caenorhabditis elegans
A0A171EBK7,53.19170977639691,37,Mus musculus
A0A171EBL2,48.13090894947988,37,Mus musculus
A0A171KXD3,49.410418535454546,37,Mus musculus
A0A1C3NSN4,40.96347345699455,20,Caenorhabditis elegans
A0A1D5NSB3,49.31063123959735,28,Danio rerio
A0A1I6CM54,42.256425179673435,20,Caenorhabditis elegans
A0A1I6CMB1,38.76789700453826,20,Caenorhabditis elegans
A0A9S2,46.996916599277554,20,Caenorhabditis elegans
A0AV96,50.13212170527677,37,Homo sapiens
A0AVF1,48.465572757185825,37,Homo sapiens
A0AVK6,55.108556133973124,37,Homo sapiens
A0AVT1,48.08477012565179,37,Homo sapiens
A0ELI5,49.13714104747318,37,Mus musculus
A0FGR8,49.923704499117314,37,Homo sapiens
A0JLT2,52.7617673586586,37,Homo sapiens
A0JNW5,52.60726856367326,37,Homo sapiens
A0JNY3,55.75368186395221,37,Mus musculus
A0MNP4,50.68623257657239,37,Mus musculus
A0MZ66,50.18197235073025,37,Homo sapiens
A0PK78,45.21048044765211,37,Mus musculus
A1A4S6,48.09450171529983,37,Homo sapiens
A1A4T4,50.80845766408714,37,Mus musculus
A1A5D9,52.431408279100914,37,Homo sapiens
A1A5H8,51.61333747396312,28,Danio rerio
A1A708,45.98344299553033,25,Drosophila melanogaster
A1BN54,53.219610681986644,37,Mus musculus
A1IGU5,48.38375722475782,37,Homo sapiens
A1L013,47.12892927823869,37,Mus musculus
A1L020,51.790927422341326,37,Homo sapiens
A1L0T0,54.090112435642396,37,Homo sapiens
A1L188,58.48246050746216,37,Homo sapiens
A1L2Z0,53.55589184311987,37,Mus musculus
A1L314,51.16122413071836,37,Mus musculus
A1L341,49.95253973850494,37,Mus musculus
A1L347,47.90035477621946,37,Mus musculus
A1L361,43.67097424028336,37,Mus musculus
A1L3B8,48.56355017402919,37,Mus musculus
A1L3S7,53.522867969473246,37,Mus musculus
A1L4H1,49.835972284435464,37,Homo sapiens
A1L4X7,52.11956440786578,22,Arabidopsis thaliana
A1X283,48.171909181488004,37,Homo sapiens
A1XBS5,52.14947921844348,37,Homo sapiens
A1Z6J5,37.62916306075328,25,Drosophila melanogaster
A1Z7A8,41.61809992321374,25,Drosophila melanogaster
A1Z7T0,38.76536248656088,25,Drosophila melanogaster
A1Z8J0,41.12623763674318,25,Drosophila melanogaster
A1Z8P9,40.59735556724071,25,Drosophila melanogaster
A1Z9A2,43.93958244911787,25,Drosophila melanogaster
A1Z9E2,43.720098270253295,25,Drosophila melanogaster
A1Z9P3,36.89987480534009,25,Drosophila melanogaster
A1Z9X0,43.0116817214262,25,Drosophila melanogaster
A1ZA47,46.24999506502706,25,Drosophila melanogaster
A1ZA92,37.33332299265266,25,Drosophila melanogaster
A1ZAB5,40.46159913764246,25,Drosophila melanogaster
A1ZAJ2,40.56482454614124,25,Drosophila melanogaster
A1ZAU8,43.079051041379685,25,Drosophila melanogaster
A1ZAW5,43.223327761317435,25,Drosophila melanogaster
A1ZB86,39.153443676583144,25,Drosophila melanogaster
A1ZBE8,41.843014793911046,25,Drosophila melanogaster
A1ZBT5,47.88769194974693,25,Drosophila melanogaster
A1ZBW7,48.40544863389189,25,Drosophila melanogaster
A1ZBY1,35.302986461238916,25,Drosophila melanogaster
A2A274,51.117855932035454,37,Homo sapiens
A2A2Q9,49.48628986941277,37,Homo sapiens
A2A2Y4,46.58421640986525,37,Homo sapiens
A2A3E7,47.31824339210535,37,Homo sapiens
A2A3K4,47.60923427375149,37,Homo sapiens
A2A3N6,52.45218460709848,37,Homo sapiens
A2A432,50.58239108529855,37,Mus musculus
A2A464,57.83297877134593,37,Mus musculus
A2A468,47.7525769186551,37,Mus musculus
A2A4A1,48.62030293582746,37,Mus musculus
A2A4A6,46.857684763844865,37,Mus musculus
A2A4P0,53.708829067368846,37,Mus musculus
A2A4Z0,48.209257238323666,37,Mus musculus
A2A5R0,52.24891050549161,37,Mus musculus
A2A5R2,48.38980966515065,37,Mus musculus
A2A5V2,49.6368693523785,37,Mus musculus
A2A5Y4,48.199790948118235,37,Mus musculus
A2A6H1,64.35866841136017,37,Mus musculus
A2A6Q5,52.330781275113,37,Mus musculus
A2A6S1,50.82389566269474,37,Mus musculus
A2A6U3,52.487445238761,37,Mus musculus
A2A791,47.475286703475405,37,Mus musculus
A2A7A7,49.01826298822246,37,Mus musculus
A2A7F6,45.484314397068275,37,Mus musculus
A2A7S7,46.95450536269282,37,Mus musculus
A2A7S8,52.76152464828021,37,Mus musculus
A2A838,48.07967401833878,37,Mus musculus
A2A848,50.83122725392945,37,Mus musculus
A2A8E2,51.50253102621783,37,Mus musculus
A2A8R7,48.32458133826606,37,Mus musculus
A2A8T9,56.50500445642045,37,Mus musculus
A2A8V9,54.70609580949765,37,Mus musculus
A2A8W8,48.74697376284619,37,Mus musculus
A2A8Y5,51.78891201827602,37,Mus musculus
A2A9F7,50.542156147665914,37,Mus musculus
A2A9I0,51.66289856018178,37,Mus musculus
A2A9K3,49.00293570875825,37,Mus musculus
A2A9W3,47.613944270939946,37,Mus musculus
A2A9W7,48.39485304504261,37,Mus musculus
A2AA71,47.20192302990479,37,Mus musculus
A2AAN0,47.05438395160405,37,Mus musculus
A2AAY5,47.05229083627204,37,Mus musculus
A2AB59,47.3122655452058,37,Mus musculus
A2AB83,46.75700195629942,37,Mus musculus
A2ABF8,49.464002565637415,37,Homo sapiens
A2ABF9,50.02882517773219,37,Homo sapiens
A2ABV5,51.77713542227695,37,Mus musculus
A2ABY3,47.1033313369059,37,Mus musculus
A2AC19,48.901609318488575,37,Mus musculus
A2AC29,53.212753655767195,37,Mus musculus
A2ACG7,50.91898837114437,37,Mus musculus
A2ACZ1,53.151192177947294,37,Mus musculus
A2AD03,49.76666643506196,37,Mus musculus
A2AD84,45.50952786471323,37,Mus musculus
A2ADA5,47.52179305912214,37,Mus musculus
A2ADE0,48.91259043522888,37,Mus musculus
A2ADR8,52.41555880183576,37,Mus musculus
A2ADY9,49.82816651319127,37,Mus musculus
A2AE15,52.62532002129593,37,Mus musculus
A2AE27,55.54725540508108,37,Mus musculus
A2AE89,48.40523319861197,37,Mus musculus
A2AEB4,53.078946040055655,37,Mus musculus
A2AEM2,53.57941430637063,37,Mus musculus
A2AES3,49.34689137159585,37,Mus musculus
A2AF47,50.03564091547675,37,Mus musculus
A2AFF6,52.936858885709306,37,Mus musculus
A2AFQ0,49.82326289763137,37,Mus musculus
A2AFQ9,47.744311911097704,37,Mus musculus
A2AFY7,50.66901460710773,37,Mus musculus
A2AG36,50.458899002988964,37,Mus musculus
A2AG68,49.15437982286073,37,Mus musculus
A2AGH8,50.22670287248561,37,Mus musculus
A2AH25,49.26701324309662,37,Mus musculus
A2AHJ7,46.7478199314781,37,Mus musculus
A2AI05,51.61239926593631,37,Mus musculus
A2AI52,46.54786775727817,37,Mus musculus
A2AIL4,48.585503339394755,37,Mus musculus
A2AIV8,46.32151236301267,37,Mus musculus
A2AJ15,47.60112560746153,37,Mus musculus
A2AJ72,49.3571179432125,37,Mus musculus
A2AJ88,51.80862709138388,37,Mus musculus
A2AJG0,52.89978033173009,37,Mus musculus
A2AJH3,47.5362422700923,37,Mus musculus
A2AJI1,51.14354676450478,37,Mus musculus
A2AJQ3,50.426521803079716,37,Mus musculus
A2AJT5,63.655602801197624,37,Mus musculus
A2AJT9,51.92541707563918,37,Homo sapiens
A2AKH4,53.38638559736983,37,Mus musculus
A2AKI5,49.29004482012157,37,Mus musculus
A2AKV6,52.81029174230884,37,Mus musculus
A2AL12,55.16615798054991,37,Mus musculus
A2AL50,51.635525158581146,37,Mus musculus
A2ALA4,51.866788528269886,37,Mus musculus
A2ALF2,52.553716222198105,37,Mus musculus
A2ALW5,45.32327470935216,37,Mus musculus
A2AMD0,48.56925738086781,37,Mus musculus
A2AMS3,53.553123091271445,37,Mus musculus
A2AMU9,55.36393598756027,37,Mus musculus
A2AMW0,55.18861982089961,37,Mus musculus
A2AN08,48.474585913682745,37,Mus musculus
A2AN37,49.95977673380777,37,Mus musculus
A2AN61,52.835604448009356,37,Mus musculus
A2AN96,49.83447761509196,37,Mus musculus
A2ANC6,50.689215389638576,37,Mus musculus
A2ANY6,45.73697271307518,37,Mus musculus
A2AP32,51.1659248372927,37,Mus musculus
A2AP88,52.386916696077385,37,Mus musculus
A2API3,47.84416423464695,37,Mus musculus
A2APY6,51.311037302192226,37,Mus musculus
A2APY7,52.962535731152855,37,Mus musculus
A2AQ17,48.532789146629504,37,Mus musculus
A2AQ19,51.13056622218266,37,Mus musculus
A2AQ43,46.615778161157536,37,Mus musculus
A2AQA7,48.08360065042534,37,Mus musculus
A2AQJ5,54.49548047865969,37,Mus musculus
A2AQJ8,49.346580672789685,37,Mus musculus
A2AQN5,50.42949057805211,37,Mus musculus
A2AQU8,50.52028394472017,37,Mus musculus
A2AQV2,49.01227425046283,37,Mus musculus
A2AQY8,51.46588332805861,37,Mus musculus
A2AQZ5,49.10665125835532,37,Mus musculus
