# accession,Tm,ogt,species
G5EDV6,43.45107902188572,20,Caenorhabditis elegans
G5EDV7,44.5994727384067,20,Caenorhabditis elegans
G5EDW5,43.389997467828834,20,Caenorhabditis elegans
G5EDW8,41.63348103082293,20,Caenorhabditis elegans
G5EDX2,45.402235495446945,20,Caenorhabditis elegans
G5EDY2,45.10581093729708,20,Caenorhabditis elegans
G5EDY8,31.431555463935542,20,Caenorhabditis elegans
G5EDZ2,43.52316181019439,20,Caenorhabditis elegans
G5EDZ5,46.31913855925087,20,Caenorhabditis elegans
G5EE11,44.31319387737892,20,Caenorhabditis elegans
G5EE12,41.298807358693175,20,Caenorhabditis elegans
G5EE34,40.93519260792519,20,Caenorhabditis elegans
